flow_id,sport,dport,proto,sttl,dttl,ct_state_ttl,sload,dload,sbytes,dbytes,smean,dmean,rate,dur,num_packets,label
39,53.0,60590.0,DNS,64.0,64.0,1,1875.08,6240000.0,163,78,81.5,39.0,2.87589,0.0,2,0
40,53.0,55423.0,DNS,64.0,64.0,1,1305.2,6240000.0,206,78,103.0,39.0,1.58398,1.0,2,0
41,3306.0,50302.0,MYSQL,64.0,64.0,1,2383.91,2057.8,2531,2156,79.0938,67.375,3.76754,8.0,32,0
42,443.0,55040.0,HTTPS,55.0,64.0,2,7885.42,5977.15,5106,5993,212.75,249.708,2.99206,8.0,24,0
43,3306.0,50303.0,MYSQL,64.0,64.0,1,2595.88,5877.67,1035,2387,35.6897,82.3103,8.92609,3.0,29,0
44,443.0,60318.0,HTTPS,121.0,64.0,2,9040.08,928.662,25075,2705,511.735,55.2041,2.10279,23.0,49,0
45,3306.0,50304.0,MYSQL,64.0,64.0,1,821.004,1323.61,1027,1644,39.5,63.2308,2.59811,10.0,26,0
46,3306.0,50305.0,MYSQL,64.0,64.0,1,2565.31,2066.09,2397,1953,88.7778,72.3333,3.57043,7.0,27,0
47,3306.0,50306.0,MYSQL,64.0,64.0,1,1341.34,3280.29,903,2320,34.7308,89.2308,4.59524,5.0,26,0
48,443.0,56504.0,HTTPS,47.0,64.0,2,47411.0,1402.9,17255,532,821.667,25.3333,6.92219,3.0,21,0
49,3306.0,51559.0,MYSQL,64.0,64.0,1,2451.49,4056.82,1028,1644,39.5385,63.2308,7.75033,3.0,26,0
50,3306.0,51558.0,MYSQL,64.0,64.0,1,2411.59,1703.79,132,66,44.0,22.0,6.85111,0.0,3,0
51,3306.0,51557.0,MYSQL,64.0,64.0,1,1368.79,821.309,132,66,44.0,22.0,3.88861,0.0,3,0
52,3306.0,51560.0,MYSQL,64.0,64.0,1,2245.29,1944.56,2528,2157,79.0,67.4062,3.55267,49.0,32,0
53,3306.0,51561.0,MYSQL,64.0,64.0,1,1773.31,4251.43,1037,2518,35.7586,86.8276,6.1205,4.0,29,0
54,3306.0,51562.0,MYSQL,64.0,64.0,1,1911.18,3180.55,1028,1644,39.5385,63.2308,6.04215,44.0,26,0
55,3306.0,51563.0,MYSQL,64.0,64.0,1,3283.29,2801.38,2530,2134,79.0625,66.6875,5.19098,6.0,32,0
56,3306.0,51564.0,MYSQL,64.0,64.0,1,2885.33,6813.95,1037,2384,35.7586,82.2069,10.0861,2.0,29,0
57,3306.0,51565.0,MYSQL,64.0,64.0,1,2342.62,3639.45,1028,1644,39.5385,63.2308,7.19477,3.0,26,0
58,3306.0,51566.0,MYSQL,64.0,64.0,1,3241.42,2708.09,2529,2133,79.0312,66.6562,5.07847,6.0,32,0
59,443.0,49786.0,HTTPS,47.0,64.0,2,207.482,5760000.0,79,72,39.5,36.0,0.65659,3.0,2,0
60,3306.0,51567.0,MYSQL,64.0,64.0,1,2688.48,6498.17,1037,2433,35.7586,83.8966,9.398,3.0,29,0
61,3306.0,51568.0,MYSQL,64.0,64.0,1,2321.83,3824.73,1028,1644,39.5385,63.2308,7.34042,3.0,26,0
62,3306.0,51569.0,MYSQL,64.0,64.0,1,7131.08,5634.11,2396,1941,88.7407,71.8889,9.79656,2.0,27,0
63,3306.0,51570.0,MYSQL,64.0,64.0,1,2419.11,3635.35,399,640,44.3333,71.1111,6.39026,1.0,9,0
64,3306.0,52938.0,MYSQL,64.0,64.0,1,1928.58,845.52,132,66,44.0,22.0,4.80409,0.0,3,0
65,3306.0,52937.0,MYSQL,64.0,64.0,1,1186.09,657.43,132,66,44.0,22.0,3.36958,0.0,3,0
66,3306.0,52939.0,MYSQL,64.0,64.0,1,2869.31,4504.96,1021,1644,39.2692,63.2308,8.90579,2.0,26,0
67,3306.0,52940.0,MYSQL,64.0,64.0,1,1474.09,2844.42,1035,2047,35.6897,70.5862,5.03714,5.0,29,0
68,3306.0,52941.0,MYSQL,64.0,64.0,1,2410.59,5839.9,1037,2386,35.7586,82.2759,8.42661,3.0,29,0
69,3306.0,52942.0,MYSQL,64.0,64.0,1,3031.23,5009.25,1028,1644,39.5385,63.2308,9.58317,2.0,26,0
70,3306.0,52943.0,MYSQL,64.0,64.0,1,2952.87,2443.65,2507,2129,78.3438,66.5312,4.59117,6.0,32,0
71,3306.0,52944.0,MYSQL,64.0,64.0,1,2279.48,5364.09,1037,2384,35.7586,82.2069,7.96828,3.0,29,0
72,3306.0,52945.0,MYSQL,64.0,64.0,1,2068.06,3164.82,1028,1644,39.5385,63.2308,6.25648,4.0,26,0
73,3306.0,52946.0,MYSQL,64.0,64.0,1,3215.37,2675.12,2518,2130,78.6875,66.5625,5.0237,6.0,32,0
74,3306.0,52947.0,MYSQL,64.0,64.0,1,2820.97,6268.03,1037,2385,35.7586,82.2414,9.52689,3.0,29,0
75,3306.0,52948.0,MYSQL,64.0,64.0,1,2543.49,4263.79,1021,1644,39.2692,63.2308,8.09632,3.0,26,0
76,3306.0,52949.0,MYSQL,64.0,64.0,1,858.275,1728.69,1035,2047,35.6897,70.5862,3.00603,9.0,29,0
77,3306.0,52950.0,MYSQL,64.0,64.0,1,2613.59,5862.87,1037,2386,35.7586,82.2759,8.90734,3.0,29,0
78,3306.0,52951.0,MYSQL,64.0,64.0,1,2970.26,4927.74,1028,1644,39.5385,63.2308,9.3904,2.0,26,0
79,3306.0,52952.0,MYSQL,64.0,64.0,1,2829.9,2430.34,2507,2129,78.3438,66.5312,4.5152,47.0,32,0
80,3306.0,52953.0,MYSQL,64.0,64.0,1,2165.7,5063.08,1037,2385,35.7586,82.2414,7.57055,3.0,29,0
81,3306.0,52954.0,MYSQL,64.0,64.0,1,2536.76,3955.03,1028,1644,39.5385,63.2308,7.81863,3.0,26,0
82,3306.0,52955.0,MYSQL,64.0,64.0,1,2548.33,5083.85,867,1860,36.125,77.5,8.19975,2.0,24,0
83,3306.0,53685.0,MYSQL,64.0,64.0,1,5725.81,5071.46,132,66,44.0,22.0,16.2665,0.0,3,0
84,3306.0,53684.0,MYSQL,64.0,64.0,1,2498.74,1504.82,132,66,44.0,22.0,7.09869,0.0,3,0
85,3306.0,53686.0,MYSQL,64.0,64.0,1,1272.39,2203.57,1021,1645,39.2692,63.2692,4.05021,6.0,26,0
86,3306.0,53687.0,MYSQL,64.0,64.0,1,725.066,1448.36,1035,2054,35.6897,70.8276,2.53948,11.0,29,0
87,3306.0,53688.0,MYSQL,64.0,64.0,1,1830.92,8034.02,1103,4927,34.4688,153.969,6.52244,4.0,32,0
88,3306.0,53689.0,MYSQL,64.0,64.0,1,1759.87,2863.56,1028,1645,39.5385,63.2692,5.56378,4.0,26,0
89,3306.0,53690.0,MYSQL,64.0,64.0,1,4458.66,3545.63,2382,1931,88.2222,71.5185,6.19705,4.0,27,0
90,3306.0,53691.0,MYSQL,64.0,64.0,1,1575.78,9711.69,972,6095,37.3846,234.423,5.17851,5.0,26,0
91,443.0,51505.0,HTTPS,55.0,64.0,2,3146.7,1524.21,261,198,43.5,33.0,5.77353,1.0,6,0
92,53.0,54728.0,DNS,64.0,64.0,1,842.005,8400000.0,121,105,60.5,52.5,1.73968,1.0,2,0
93,443.0,49663.0,HTTPS,58.0,64.0,2,1955.19,604.373,240,80,80.0,26.6667,2.833,1.0,3,0
95,3306.0,56761.0,MYSQL,64.0,64.0,1,1738.91,3807.52,1021,1643,39.2692,63.1923,5.53523,4.0,26,0
96,53.0,57231.0,DNS,64.0,64.0,1,578.293,6000000.0,125,75,62.5,37.5,1.15659,1.0,2,0
97,53.0,49511.0,DNS,64.0,64.0,1,602.167,6000000.0,91,75,45.5,37.5,1.65431,1.0,2,0
98,443.0,49468.0,HTTPS,59.0,64.0,2,461.727,952.115,647,530,49.7692,40.7692,1.15967,11.0,13,0
99,443.0,64214.0,HTTPS,58.0,64.0,2,5128.09,4813.0,10611,7537,321.545,228.394,1.99353,16.0,33,0
100,3306.0,56762.0,MYSQL,64.0,64.0,1,603.14,1200.55,1035,2048,35.6897,70.6207,2.11245,13.0,29,0
101,3306.0,56763.0,MYSQL,64.0,64.0,1,1547.17,3727.82,1037,2588,35.7586,89.2414,5.22155,5.0,29,0
102,3306.0,56764.0,MYSQL,64.0,64.0,1,2236.76,3731.06,1021,1646,39.2692,63.3077,7.11996,3.0,26,0
103,3306.0,56765.0,MYSQL,64.0,64.0,1,880.354,1762.44,1035,2051,35.6897,70.7241,3.08337,49.0,29,0
104,3306.0,56766.0,MYSQL,64.0,64.0,1,1620.69,3768.72,1037,2341,35.7586,80.7241,5.66539,5.0,29,0
105,3306.0,56767.0,MYSQL,64.0,64.0,1,1892.96,3098.9,1028,1646,39.5385,63.3077,5.98456,4.0,26,0
106,3306.0,56768.0,MYSQL,64.0,64.0,1,2787.98,2329.66,2511,2133,78.4688,66.6562,4.3688,7.0,32,0
107,3306.0,56769.0,MYSQL,64.0,64.0,1,2142.79,4688.49,1037,2341,35.7586,80.7241,7.26005,3.0,29,0
108,3306.0,56770.0,MYSQL,64.0,64.0,1,2596.86,4264.73,1028,1646,39.5385,63.3077,8.2099,3.0,26,0
109,3306.0,56771.0,MYSQL,64.0,64.0,1,2890.49,2416.42,2513,2147,78.5312,67.0938,4.50195,7.0,32,0
110,3306.0,56772.0,MYSQL,64.0,64.0,1,2285.18,4479.67,1037,2260,35.7586,77.931,7.18532,4.0,29,0
111,3306.0,56773.0,MYSQL,64.0,64.0,1,3162.5,4333.86,672,978,44.8,65.2,8.30878,1.0,15,0
112,443.0,58075.0,HTTPS,64.0,110.0,2,826.029,1215.17,3940,5734,164.167,238.917,0.628956,38.0,24,0
113,3306.0,58076.0,MYSQL,64.0,64.0,1,2231.75,3472.7,1021,1643,39.2692,63.1923,6.8693,3.0,26,0
114,3306.0,58077.0,MYSQL,64.0,64.0,1,1072.68,2180.7,1035,2046,35.6897,70.5517,3.75697,7.0,29,0
115,3306.0,58078.0,MYSQL,64.0,64.0,1,1977.29,4555.07,1037,2456,35.7586,84.6897,6.72318,4.0,29,0
116,3306.0,58079.0,MYSQL,64.0,64.0,1,2146.15,3369.73,1021,1644,39.2692,63.2308,6.66157,3.0,26,0
117,3306.0,58080.0,MYSQL,64.0,64.0,1,1105.64,2138.42,1035,2047,35.6897,70.5862,3.7869,7.0,29,0
118,3306.0,58081.0,MYSQL,64.0,64.0,1,2024.79,4677.91,1037,2457,35.7586,84.7241,6.90168,4.0,29,0
119,3306.0,58082.0,MYSQL,64.0,64.0,1,2187.57,3614.72,1029,1644,39.5769,63.2308,6.90923,3.0,26,0
120,3306.0,58083.0,MYSQL,64.0,64.0,1,2182.95,1880.27,2508,2130,78.375,66.5625,3.48158,9.0,32,0
121,3306.0,58084.0,MYSQL,64.0,64.0,1,1716.76,4309.45,1037,2425,35.7586,83.6207,6.00122,4.0,29,0
122,3306.0,58085.0,MYSQL,64.0,64.0,1,1915.29,3149.41,1029,1644,39.5769,63.2308,6.04928,4.0,26,0
123,3306.0,58086.0,MYSQL,64.0,64.0,1,2146.95,1732.77,2387,1943,88.4074,71.963,3.00983,8.0,27,0
124,3306.0,58087.0,MYSQL,64.0,64.0,1,3276.31,7341.42,905,2317,34.8077,89.1154,10.2976,2.0,26,0
125,53.0,54168.0,DNS,64.0,64.0,1,3060.33,7760000.0,170,97,85.0,48.5,4.50048,0.0,2,0
126,3306.0,59168.0,MYSQL,64.0,64.0,1,2394.7,3978.14,1021,1643,39.2692,63.1923,7.6227,43.0,26,0
128,3306.0,59170.0,MYSQL,64.0,64.0,1,1020.09,2055.34,1035,2046,35.6897,70.5517,3.57279,8.0,29,0
129,3306.0,59171.0,MYSQL,64.0,64.0,1,1728.46,4507.77,1037,2581,35.7586,89.0,6.04211,4.0,29,0
130,3306.0,59172.0,MYSQL,64.0,64.0,1,2542.61,3958.19,1029,1643,39.5769,63.1923,7.82965,3.0,26,0
131,3306.0,59173.0,MYSQL,64.0,64.0,1,2544.9,2127.14,2507,2129,78.3438,66.5312,3.9965,8.0,32,0
132,3306.0,59174.0,MYSQL,64.0,64.0,1,1493.18,4074.88,1037,2869,35.7586,98.931,5.14863,5.0,29,0
133,3306.0,59175.0,MYSQL,64.0,64.0,1,2147.37,3366.02,1021,1644,39.2692,63.2308,6.65423,3.0,26,0
134,3306.0,59176.0,MYSQL,64.0,64.0,1,1031.48,2017.64,1035,2047,35.6897,70.5862,3.57301,8.0,29,0
135,3306.0,59177.0,MYSQL,64.0,64.0,1,1758.03,4423.91,1037,2457,35.7586,84.7241,6.14546,4.0,29,0
136,3306.0,59178.0,MYSQL,64.0,64.0,1,2501.26,4321.99,1021,1644,39.2692,63.2308,7.9619,3.0,26,0
137,3306.0,59179.0,MYSQL,64.0,64.0,1,1425.43,2782.21,1035,2047,35.6897,70.5862,4.92698,5.0,29,0
138,3306.0,59180.0,MYSQL,64.0,64.0,1,2309.72,5599.52,1037,2457,35.7586,84.7241,8.07398,3.0,29,0
139,3306.0,59181.0,MYSQL,64.0,64.0,1,2474.72,4088.84,1029,1644,39.5769,63.2308,7.81618,3.0,26,0
140,3306.0,59182.0,MYSQL,64.0,64.0,1,2877.01,2417.19,2508,2129,78.375,66.5312,4.54146,7.0,32,0
141,3306.0,59183.0,MYSQL,64.0,64.0,1,2333.37,5210.01,1037,2425,35.7586,83.6207,7.78816,3.0,29,0
142,3306.0,59184.0,MYSQL,64.0,64.0,1,2147.91,3327.56,1029,1644,39.5769,63.2308,6.57821,3.0,26,0
143,3306.0,59185.0,MYSQL,64.0,64.0,1,3060.72,2654.2,2519,2145,78.7188,67.0312,4.86021,6.0,32,0
144,3306.0,59186.0,MYSQL,64.0,64.0,1,1966.43,4431.98,1037,2384,35.7586,82.2069,6.73906,4.0,29,0
145,3306.0,59187.0,MYSQL,64.0,64.0,1,1811.57,2985.82,1029,1644,39.5769,63.2308,5.72169,44.0,26,0
146,3306.0,59188.0,MYSQL,64.0,64.0,1,2502.12,2074.96,2525,2130,78.9062,66.5625,3.89664,8.0,32,0
147,3306.0,59189.0,MYSQL,64.0,64.0,1,1752.22,4299.14,1037,2622,35.7586,90.4138,5.9437,4.0,29,0
148,3306.0,59190.0,MYSQL,64.0,64.0,1,2214.32,3451.38,897,1441,42.7143,68.619,6.28721,3.0,21,0
149,53.0,52825.0,DNS,64.0,64.0,1,14114.0,7360000.0,215,92,107.5,46.0,16.4116,0.0,2,0
150,443.0,61256.0,HTTPS,113.0,64.0,2,3051.28,2897.89,5865,3808,244.375,158.667,1.56075,55.0,24,0
151,3306.0,61257.0,MYSQL,64.0,64.0,1,2430.16,3815.47,1021,1643,39.2692,63.1923,7.54733,3.0,26,0
152,3306.0,61258.0,MYSQL,64.0,64.0,1,1174.75,2389.25,1035,2046,35.6897,70.5517,4.11445,47.0,29,0
153,3306.0,61259.0,MYSQL,64.0,64.0,1,2291.79,5575.24,1037,2577,35.7586,88.8621,7.84255,3.0,29,0
154,443.0,61253.0,HTTPS,49.0,64.0,2,346.236,6640000.0,75,83,37.5,41.5,1.15412,1.0,2,0
155,3306.0,61260.0,MYSQL,64.0,64.0,1,2401.88,3741.47,1029,1643,39.5769,63.1923,7.40095,3.0,26,0
156,3306.0,61261.0,MYSQL,64.0,64.0,1,3037.12,2530.61,2507,2130,78.3438,66.5625,4.75232,6.0,32,0
157,3306.0,61262.0,MYSQL,64.0,64.0,1,1951.85,6146.57,1037,3018,35.7586,104.069,6.82301,4.0,29,0
158,3306.0,61263.0,MYSQL,64.0,64.0,1,2139.41,3309.32,1021,1643,39.2692,63.1923,6.54613,3.0,26,0
159,3306.0,61264.0,MYSQL,64.0,64.0,1,1307.88,2607.24,1035,2046,35.6897,70.5517,4.58075,6.0,29,0
160,3306.0,61265.0,MYSQL,64.0,64.0,1,2028.8,4904.88,1037,2457,35.7586,84.7241,7.092,4.0,29,0
161,3306.0,61266.0,MYSQL,64.0,64.0,1,2346.38,3710.3,1021,1644,39.2692,63.2308,7.33484,3.0,26,0
162,3306.0,61267.0,MYSQL,64.0,64.0,1,3078.93,6064.35,903,1844,37.625,76.8333,9.86607,2.0,24,0
163,3306.0,61268.0,MYSQL,64.0,64.0,1,2969.5,4213.34,749,1115,41.6111,61.9444,8.50226,2.0,18,0
164,53.0,53560.0,DNS,64.0,64.0,1,14491.8,7360000.0,215,92,107.5,46.0,16.8509,0.118688,2,0
165,443.0,52272.0,HTTPS,113.0,64.0,2,4729.43,4215.65,5865,3911,234.6,156.44,2.51994,9.92086,25,0
166,443.0,61376.0,HTTPS,58.0,64.0,2,1164.99,4711.41,1130,4777,86.9231,367.462,1.60269,8.111379,13,0
167,443.0,62972.0,HTTPS,58.0,64.0,2,35811.1,8815.15,21503,6508,438.837,132.816,8.29637,45.906196,49,0
168,443.0,59875.0,HTTPS,49.0,64.0,2,27368.7,3525.51,45749,6200,502.736,68.1319,6.46817,14.068891,91,0
169,443.0,51803.0,HTTPS,59.0,64.0,2,3603.79,5760000.0,112,72,56.0,36.0,8.04418,0.248627,2,0
170,443.0,51803.0,HTTPS,0.0,64.0,1,0.0,5600000.0,0,70,0.0,70.0,10000.0,7e-06,1,0
171,443.0,54782.0,HTTPS,122.0,64.0,2,16001.9,2678.95,50013,8435,568.33,95.8523,3.4936,25.188929,88,0
172,443.0,56430.0,HTTPS,59.0,0.0,1,5120000.0,0.0,64,0,64.0,0.0,10000.0,7e-06,1,0
173,443.0,50819.0,HTTPS,64.0,121.0,2,3993.89,42439.0,5508,52403,70.6154,671.833,7.06979,11.032859,78,0
174,443.0,54743.0,HTTPS,64.0,55.0,2,566.965,173.735,288,210,41.1429,30.0,0.723898,9.669876,7,0
175,443.0,61381.0,HTTPS,55.0,64.0,2,1741.04,6640000.0,75,83,37.5,41.5,5.80346,0.344622,2,0
176,443.0,50384.0,HTTPS,49.0,64.0,2,2858.89,3413.92,383,343,42.5556,38.1111,8.39754,1.071743,9,0
177,443.0,64320.0,HTTPS,59.0,63.0,2,176.107,114.564,446,290,49.5556,32.2222,0.444215,20.26046,9,0
178,443.0,59699.0,HTTPS,59.0,63.0,2,53784.1,42011.2,1704,1264,142.0,105.333,47.3451,0.253458,12,0
179,443.0,49416.0,HTTPS,121.0,63.0,2,59597.7,34109.8,120,108,30.0,27.0,157.916,0.02533,4,0
180,443.0,58880.0,HTTPS,59.0,63.0,2,35688.8,43676.0,331,341,47.2857,48.7143,94.3434,0.074197,7,0
185,53.0,48743.0,DNS,64.0,64.0,1,135214.0,5920000.0,151,74,75.5,37.0,223.864,0.008934,2,0
186,123.0,123.0,NTP,58.0,63.0,2,45510.6,74384.0,180,180,45.0,45.0,126.418,0.031641,4,0
187,123.0,123.0,NTP,58.0,63.0,2,67529.5,7200000.0,90,90,45.0,45.0,187.582,0.010662,2,0
189,443.0,40852.0,HTTPS,64.0,59.0,2,87037.0,64733.6,94,156,31.3333,52.0,155.61,0.019279,3,0
191,443.0,49396.0,HTTPS,63.0,56.0,2,4320000.0,36641.2,54,66,27.0,33.0,138.793,0.01441,2,0
192,5353.0,5353.0,mDNS,255.0,0.0,1,2881.76,0.0,3287,0,193.353,0.0,1.86302,49.124972,17,0
193,5353.0,5353.0,mDNS,255.0,0.0,1,1547.84,0.0,1641,0,234.429,0.0,0.825327,48.48149,7,0
194,443.0,49418.0,HTTPS,121.0,63.0,3,16302.2,4558.62,8398,2354,279.933,78.4667,7.26204,44.131071,30,0
195,443.0,49419.0,HTTPS,121.0,63.0,3,16161.5,4450.11,8324,2300,297.286,82.1429,6.77191,4.134729,28,0
196,53.0,59097.0,DNS,64.0,64.0,1,25446.2,6960000.0,103,87,51.5,43.5,61.7627,0.032382,2,0
197,53.0,52728.0,DNS,64.0,64.0,1,75516.2,6960000.0,112,87,56.0,43.5,168.563,0.011865,2,0
198,443.0,58945.0,HTTPS,60.0,63.0,2,148278.0,180379.0,6729,7977,192.257,227.914,96.406,0.363048,35,0
200,53.0,43176.0,DNS,64.0,64.0,1,19628.2,5920000.0,90,74,45.0,37.0,54.5227,0.036682,2,0
201,53.0,56462.0,DNS,64.0,64.0,1,65611.8,5920000.0,99,74,49.5,37.0,165.686,0.012071,2,0
202,443.0,58998.0,HTTPS,59.0,63.0,2,358725.0,43782.6,106782,12763,635.607,75.9702,70.5477,2.381367,168,0
203,53.0,56646.0,DNS,64.0,64.0,1,21471.9,6720000.0,100,84,50.0,42.0,53.6797,0.037258,2,0
204,53.0,42456.0,DNS,64.0,64.0,1,42156.2,6720000.0,109,84,54.5,42.0,96.6884,0.020685,2,0
205,443.0,64051.0,HTTPS,60.0,63.0,2,4080.28,125186.0,365,10563,22.8125,660.188,22.3577,0.715638,16,0
206,53.0,57611.0,DNS,0.0,64.0,1,0.0,5840000.0,0,73,0.0,73.0,10000.0,8e-06,1,0
207,53.0,39004.0,DNS,0.0,64.0,1,0.0,5840000.0,0,73,0.0,73.0,10000.0,6e-06,1,0
208,443.0,60354.0,HTTPS,59.0,63.0,2,225882.0,88542.0,8008,3032,364.0,137.818,77.5694,0.283617,22,0
209,443.0,49417.0,HTTPS,56.0,63.0,2,94.2548,91.5276,525,510,32.8125,31.875,0.358932,44.576723,16,0
210,443.0,65402.0,HTTPS,60.0,63.0,2,46162.9,4547.43,147596,14535,686.493,67.6047,8.40557,25.578266,215,0
211,53.0,58415.0,DNS,64.0,64.0,1,42468.3,6000000.0,125,75,62.5,37.5,84.9365,0.023547,2,0
212,443.0,49420.0,HTTPS,122.0,63.0,2,24.9365,459.029,140,2572,17.5,321.5,0.178118,44.914079,8,0
213,53.0,59505.0,DNS,64.0,64.0,1,37890.3,6640000.0,339,83,169.5,41.5,27.9427,0.071575,2,0
214,443.0,53670.0,HTTPS,59.0,0.0,1,6560000.0,0.0,82,0,82.0,0.0,10000.0,5e-06,1,0
215,53.0,40772.0,DNS,64.0,64.0,1,14172.8,6000000.0,91,75,45.5,37.5,38.9363,0.051366,2,0
216,53.0,37587.0,DNS,64.0,64.0,1,20331.9,6000000.0,132,75,66.0,37.5,38.5075,0.051938,2,0
217,53.0,39219.0,DNS,64.0,64.0,1,37849.4,5680000.0,327,71,163.5,35.5,28.9369,0.069116,2,0
218,53.0,43369.0,DNS,64.0,64.0,1,13617.2,5680000.0,128,71,64.0,35.5,26.5961,0.075199,2,0
219,443.0,57763.0,HTTPS,0.0,63.0,1,0.0,267944.0,0,2665,0.0,888.333,37.7031,0.079569,3,0
220,443.0,60587.0,HTTPS,59.0,63.0,2,15659.7,309390.0,135,2923,16.875,365.375,105.847,0.075581,8,0
221,443.0,49421.0,HTTPS,59.0,63.0,2,47.7054,9.75943,264,54,52.8,10.8,0.112939,44.271691,5,0
222,443.0,57771.0,HTTPS,59.0,0.0,1,101715.0,0.0,1524,0,508.0,0.0,25.0284,0.119864,3,0
