flow_id,sport,dport,proto,sttl,dttl,ct_state_ttl,sload,dload,sbytes,dbytes,smean,dmean,rate,dur,num_packets,label
3394,51048.0,51048.0,6,64.0,64.0,1,1887.21,16934.7,4850,43521,5.36504,48.1427,43.9701,20.559443016362987,904,1
3395,15782.0,15782.0,17,64.0,64.0,1,1865.47,16950.54,4996,45396,5.59462,50.83539,41.68,21.42515778682547,893,1
3396,57015.0,57015.0,17,64.0,64.0,1,2061.4,17318.89,5432,45637,6.02217,50.59534,42.7877,21.080801047263467,902,1
3397,50761.0,50761.0,17,64.0,64.0,1,1780.81,16383.03,4741,43616,5.39977,49.67654,41.2243,21.29813065553559,878,1
3398,33354.0,33354.0,17,64.0,64.0,1,1908.46,16881.01,4914,43466,5.55882,49.16968,42.9152,20.598765793805903,884,1
3399,43880.0,43880.0,6,64.0,64.0,1,2024.39,17565.54,5216,45259,5.34974,46.41949,47.3011,20.612633197995095,975,1
3400,38042.0,38042.0,17,64.0,64.0,1,1925.76,17311.08,4827,43391,5.63902,50.69042,42.6882,20.052362616788734,856,1
3401,35359.0,35359.0,6,64.0,64.0,1,2026.16,17580.11,5213,45231,5.3909,46.77456,46.981,20.582804188991403,967,1
3402,61781.0,61781.0,17,64.0,64.0,1,2016.13,17096.96,5095,43206,5.81621,49.32192,43.33,20.21692334633543,876,1
3403,41537.0,41537.0,17,64.0,64.0,1,1968.07,17769.57,5048,45578,5.30252,47.87605,46.3947,20.5195755299177,952,1
3404,25886.0,25886.0,6,64.0,64.0,1,2070.32,17459.74,5123,43204,5.875,49.54587,44.0494,19.795938607517236,872,1
3405,44890.0,44890.0,17,64.0,64.0,1,1960.04,17026.51,5211,45267,5.56731,48.36218,44.0078,21.2689457925017,936,1
3406,41875.0,41875.0,6,64.0,64.0,1,1915.7,16999.97,4866,43181,5.18763,46.03518,46.1603,20.32051104542518,938,1
3407,50400.0,50400.0,6,64.0,64.0,1,1943.68,17633.29,5007,45424,5.09878,46.25662,47.6507,20.608297869292784,982,1
3408,32301.0,32301.0,17,64.0,64.0,1,1936.22,16552.17,5050,43171,5.50709,47.07852,43.9483,20.865418386891392,917,1
3409,18129.0,18129.0,17,64.0,64.0,1,1985.7,17639.54,4917,43679,5.42715,48.21082,45.7354,19.80958979998828,906,1
3410,13961.0,13961.0,6,64.0,64.0,1,2023.28,17247.11,5121,43653,5.56026,47.39739,45.4854,20.248262542117445,921,1
3411,19813.0,19813.0,6,64.0,64.0,1,2141.76,17611.87,5500,45227,5.65262,46.48201,47.3621,20.543868890576523,973,1
3412,41115.0,41115.0,6,64.0,64.0,1,1954.86,16819.52,5032,43295,5.49945,47.31694,44.4331,20.592737437191822,915,1
3413,34258.0,34258.0,17,64.0,64.0,1,1916.34,16165.23,5151,43451,5.48562,46.2737,43.6674,21.503435526488516,939,1
3414,34310.0,34310.0,6,64.0,64.0,1,1830.77,16866.33,4725,43530,5.06974,46.70601,45.1396,20.647057293751256,932,1
3415,56182.0,56182.0,17,64.0,64.0,1,2050.76,17546.78,5104,43671,5.43557,46.50799,47.1607,19.91065643978118,939,1
3416,24716.0,24716.0,17,64.0,64.0,1,1847.83,16842.08,5013,45691,5.60738,51.1085,41.192,21.703253709316236,894,1
3417,6279.0,6279.0,17,64.0,64.0,1,2061.61,17720.95,5078,43649,5.85023,50.28687,44.0497,19.705033235748612,868,1
3418,33884.0,33884.0,17,64.0,64.0,1,1887.52,16558.1,5215,45748,5.47219,48.0042,43.1163,22.103024596220678,953,1
3419,21000.0,21000.0,6,64.0,64.0,1,1808.75,16488.69,4989,45480,5.28496,48.17797,42.7807,22.066039575386267,944,1
3420,24323.0,24323.0,17,64.0,64.0,1,2097.31,17371.3,5484,45422,5.88412,48.73605,44.5545,20.918179360842476,932,1
3421,49426.0,49426.0,6,64.0,64.0,1,1873.97,16153.24,5013,43211,5.84947,50.42124,40.0457,21.40053826679147,857,1
3422,53906.0,53906.0,17,64.0,64.0,1,1886.16,16971.31,5077,45682,5.69809,51.27048,41.3769,21.533754770783567,891,1
3423,10090.0,10090.0,6,64.0,64.0,1,1774.71,16260.68,4962,45464,5.10494,46.77366,43.4558,22.367569763580686,972,1
3424,4377.0,4377.0,17,64.0,64.0,1,1884.54,16608.91,5146,45353,5.78202,50.95843,40.7413,21.845138912836525,890,1
3425,40191.0,40191.0,6,64.0,64.0,1,1794.7,16562.8,4735,43698,5.44253,50.22759,41.2194,21.1065778424412,870,1
3426,33426.0,33426.0,17,64.0,64.0,1,1884.93,17115.52,4788,43476,5.56744,50.55349,42.3203,20.321207261105656,860,1
3427,39309.0,39309.0,6,64.0,64.0,1,1943.91,17520.68,5027,45309,5.15061,46.42316,47.1766,20.68823520028367,976,1
3428,36314.0,36314.0,17,64.0,64.0,1,1952.54,17241.05,5161,45572,5.43263,47.97053,44.9261,21.145816209687684,950,1
3429,7947.0,7947.0,6,64.0,64.0,1,1943.17,16526.58,5357,45561,5.72941,48.72834,42.3947,22.054648091190632,935,1
3430,36853.0,36853.0,6,64.0,64.0,1,1814.59,16087.97,4906,43496,5.4877,48.65324,41.3332,21.629077216202163,894,1
3431,52842.0,52842.0,17,64.0,64.0,1,1952.12,17283.93,4908,43455,5.59635,49.5496,43.6026,20.113486610827266,877,1
3432,52754.0,52754.0,6,64.0,64.0,1,1858.83,16078.25,5226,45203,5.78097,50.00332,40.1929,22.49150818564487,904,1
3433,4630.0,4630.0,6,64.0,64.0,1,1912.23,16613.38,5233,45464,5.70665,49.57906,41.8861,21.892720173070217,917,1
3434,34302.0,34302.0,17,64.0,64.0,1,1961.92,17354.0,5111,45209,5.22063,46.17875,46.9751,20.840841296002505,979,1
3435,51881.0,51881.0,17,64.0,64.0,1,1830.37,16639.0,4973,45207,5.25687,47.78753,43.5234,21.735444824676684,946,1
3436,41476.0,41476.0,6,64.0,64.0,1,2106.37,17397.31,5270,43527,5.84906,48.30966,45.0151,20.015505641502322,901,1
3437,53693.0,53693.0,6,64.0,64.0,1,1986.05,16799.33,5361,45347,5.95006,50.32963,41.7233,21.594666366703013,901,1
3438,59878.0,59878.0,6,64.0,64.0,1,1873.23,16311.68,5003,43565,5.37957,46.84409,43.5265,21.366282418836796,930,1
3439,17112.0,17112.0,6,64.0,64.0,1,1931.31,16322.75,5148,43509,5.5594,46.98596,43.4245,21.32434938657381,926,1
3440,61066.0,61066.0,6,64.0,64.0,1,1839.37,16118.64,5159,45209,5.58333,48.92749,41.1799,22.43811694733887,924,1
3441,14351.0,14351.0,17,64.0,64.0,1,1923.58,17665.05,4754,43658,5.37175,49.33107,44.7615,19.77146549928068,885,1
3442,41339.0,41339.0,6,64.0,64.0,1,1897.94,16361.69,5002,43121,5.80952,50.08246,40.8369,21.083879537028864,861,1
3443,46193.0,46193.0,6,64.0,64.0,1,1771.29,16242.46,4746,43520,5.01691,46.00423,44.1331,21.435171656184952,946,1
3444,50966.0,50966.0,17,64.0,64.0,1,2109.77,17844.53,5410,45758,5.69474,48.16632,46.3097,20.51407096064118,950,1
3445,23805.0,23805.0,17,64.0,64.0,1,1918.61,16452.73,5296,45415,5.49378,47.111,43.6542,22.0826595906224,964,1
3446,18349.0,18349.0,17,64.0,64.0,1,1955.76,16996.85,5250,45626,5.55556,48.28148,44.0046,21.475044037682444,945,1
3447,15299.0,15299.0,17,64.0,64.0,1,1897.97,17446.4,4944,45446,5.08642,46.75514,46.643,20.839141201671698,972,1
3448,18238.0,18238.0,6,64.0,64.0,1,2001.83,16907.36,5402,45625,5.50663,46.50866,45.4414,21.588233195225943,981,1
3449,28034.0,28034.0,6,64.0,64.0,1,1994.17,16309.71,5283,43208,5.5964,45.77119,44.5414,21.193759606582482,944,1
3450,19098.0,19098.0,17,64.0,64.0,1,1864.7,16411.21,4940,43477,5.39891,47.51585,43.173,21.193806542189183,915,1
3451,4259.0,4259.0,6,64.0,64.0,1,1853.8,16763.42,5033,45512,5.35996,48.46858,43.2327,21.719675071657033,939,1
3452,4954.0,4954.0,17,64.0,64.0,1,1824.94,16340.58,5089,45567,5.67969,50.85603,40.1638,22.30863283019803,896,1
3453,8201.0,8201.0,17,64.0,64.0,1,1989.9,17359.22,5218,45520,5.69029,49.64013,43.7127,20.97789643978635,917,1
3454,38915.0,38915.0,6,64.0,64.0,1,1929.11,17370.76,5065,45608,5.45797,49.14655,44.181,21.004495322999936,928,1
3455,3845.0,3845.0,6,64.0,64.0,1,1893.96,17427.15,4955,45593,5.07684,46.71414,46.6324,20.92964497506903,976,1
3456,18485.0,18485.0,6,64.0,64.0,1,1961.1,16404.67,5449,45581,6.09508,50.98546,40.219,22.22829837674045,894,1
3457,49957.0,49957.0,6,64.0,64.0,1,2118.75,17548.34,5506,45603,6.10421,50.55765,43.3869,20.78966197381231,902,1
3458,54449.0,54449.0,6,64.0,64.0,1,1816.55,16423.47,5019,45377,5.49726,49.70099,41.3057,22.103483303582387,913,1
3459,44278.0,44278.0,6,64.0,64.0,1,2064.3,16912.8,5534,45340,5.64694,46.26531,45.6952,21.446472522119034,980,1
3460,21255.0,21255.0,6,64.0,64.0,1,1862.25,16197.76,4989,43394,5.4764,47.63337,42.5063,21.43209900937678,911,1
3461,38054.0,38054.0,6,64.0,64.0,1,2106.35,17438.87,5509,45610,5.95568,49.30811,44.2089,20.9233740269081,925,1
3462,51340.0,51340.0,17,64.0,64.0,1,1983.86,16474.07,5453,45282,5.53043,45.92495,44.8396,21.989468704243993,986,1
3463,32168.0,32168.0,6,64.0,64.0,1,1791.93,16476.83,4969,45690,5.36609,49.34125,41.742,22.183876299144913,926,1
3464,39319.0,39319.0,6,64.0,64.0,1,2003.33,16580.45,5502,45537,5.7134,47.2866,43.8297,21.97141467834531,963,1
3465,60793.0,60793.0,6,64.0,64.0,1,1927.97,17443.48,4813,43546,5.21452,47.17876,46.2165,19.97124349379215,923,1
3466,46201.0,46201.0,17,64.0,64.0,1,1780.78,16224.82,4762,43387,5.13147,46.75323,43.3789,21.39289939185367,928,1
3467,43165.0,43165.0,17,64.0,64.0,1,1872.37,17047.96,5019,45698,5.633,51.28844,41.5492,21.44444658632425,891,1
3468,2522.0,2522.0,6,64.0,64.0,1,1984.76,17259.94,5231,45490,5.63079,48.96663,44.0605,21.08466031097555,929,1
3469,42786.0,42786.0,6,64.0,64.0,1,1994.79,17638.71,4923,43531,5.35109,47.3163,46.5979,19.74339614182187,920,1
3470,53556.0,53556.0,6,64.0,64.0,1,2045.37,17324.33,5374,45518,5.87322,49.74645,43.5316,21.019223381559954,915,1
3471,19663.0,19663.0,6,64.0,64.0,1,1922.91,16985.55,5128,45297,5.35841,47.33229,44.8572,21.334367938510102,957,1
3472,3903.0,3903.0,6,64.0,64.0,1,1982.53,16316.72,5307,43678,6.18531,50.90676,40.0652,21.415082108228997,858,1
3473,9313.0,9313.0,6,64.0,64.0,1,1793.73,16104.76,4857,43608,5.65425,50.76601,39.6544,21.662164186431326,859,1
3474,52157.0,52157.0,6,64.0,64.0,1,2021.44,17030.97,5179,43634,5.60498,47.22294,45.0813,20.496301762850184,924,1
3475,9238.0,9238.0,6,64.0,64.0,1,1938.18,16945.5,4969,43444,5.86659,51.29162,41.297,20.509982108919665,847,1
3476,15764.0,15764.0,6,64.0,64.0,1,2046.73,17055.6,5233,43607,5.91968,49.32919,43.2188,20.454046923160387,884,1
3477,44267.0,44267.0,17,64.0,64.0,1,1947.66,16372.74,5387,45285,5.55934,46.73375,43.7926,22.127019371123524,969,1
3478,24613.0,24613.0,17,64.0,64.0,1,1967.93,16788.86,5094,43458,5.58553,47.65132,44.0409,20.70801154679354,912,1
3479,5378.0,5378.0,6,64.0,64.0,1,1910.57,17226.66,4791,43198,5.20761,46.95435,45.8601,20.061002663033204,920,1
3480,23897.0,23897.0,17,64.0,64.0,1,1889.11,16812.7,4901,43618,5.67245,50.4838,41.629,20.75478186044782,864,1
3481,62710.0,62710.0,17,64.0,64.0,1,1903.18,16042.92,5143,43353,5.52417,46.56606,43.065,21.61850435670146,931,1
3482,31621.0,31621.0,6,64.0,64.0,1,2018.3,16812.19,5208,43382,5.77384,48.09534,43.6949,20.643119045494377,902,1
3483,41565.0,41565.0,17,64.0,64.0,1,2111.18,17555.32,5482,45585,5.87567,48.85852,44.9137,20.77319152391594,933,1
3484,48945.0,48945.0,17,64.0,64.0,1,1822.97,16535.11,4757,43148,5.39342,48.92063,42.2498,20.875815122051797,882,1
3485,10632.0,10632.0,17,64.0,64.0,1,1871.3,16342.52,5233,45701,5.73794,50.11075,40.766,22.37158568166256,912,1
3486,48802.0,48802.0,6,64.0,64.0,1,1971.37,17209.2,4959,43290,5.4375,47.46711,45.3188,20.124119793651513,912,1
3487,15274.0,15274.0,6,64.0,64.0,1,2030.62,17221.44,5336,45254,5.93548,50.33815,42.7644,21.02217108763796,899,1
3488,13054.0,13054.0,17,64.0,64.0,1,1919.16,16476.49,5044,43304,5.57348,47.84972,43.0423,21.025834508243893,905,1
3489,59988.0,59988.0,17,64.0,64.0,1,1961.82,16437.39,5179,43393,5.56882,46.65914,44.0358,21.11917093043762,930,1
3490,61559.0,61559.0,6,64.0,64.0,1,2050.47,17587.28,5286,45339,5.58184,47.87645,45.9184,20.623545020222977,947,1
3491,50408.0,50408.0,6,64.0,64.0,1,1816.47,16168.17,5105,45439,5.17748,46.08418,43.855,22.48318802680264,986,1
3492,27653.0,27653.0,17,64.0,64.0,1,1913.32,16627.15,5265,45754,5.36697,46.64016,44.5623,22.014117555010174,981,1
3493,17693.0,17693.0,6,64.0,64.0,1,1880.02,16229.26,5026,43387,5.49891,47.46937,42.7361,21.387056397683423,914,1
3494,56789.0,56789.0,17,64.0,64.0,1,1878.52,16851.95,5079,45563,5.57519,50.01427,42.1179,21.629781690393685,911,1
3495,23598.0,23598.0,17,64.0,64.0,1,1878.81,16488.87,4965,43574,5.66781,49.74201,41.436,21.141051779457275,876,1
3496,64835.0,64835.0,17,64.0,64.0,1,2046.04,17262.74,5170,43620,6.06808,51.19718,42.1477,20.214639885648214,852,1
3497,53101.0,53101.0,17,64.0,64.0,1,2072.73,17121.16,5223,43143,6.08033,50.22468,42.6114,20.158909675194295,859,1
3498,16384.0,16384.0,6,64.0,64.0,1,1939.0,17614.89,4781,43433,5.62471,51.09765,43.0913,19.725581379193827,850,1
3499,12847.0,12847.0,6,64.0,64.0,1,1772.23,16140.84,4961,45183,5.19476,47.31204,42.6447,22.39436756481612,955,1
3500,14058.0,14058.0,6,64.0,64.0,1,2059.98,17783.8,5286,45634,5.38838,46.51784,47.7876,20.528342335302806,981,1
3501,64900.0,64900.0,6,64.0,64.0,1,1795.15,16230.01,4776,43180,5.59251,50.56206,40.124,21.284032147514466,854,1
3502,48055.0,48055.0,17,64.0,64.0,1,1925.63,16317.14,5124,43419,5.89643,49.96433,40.822,21.287551310734127,869,1
3503,8312.0,8312.0,17,64.0,64.0,1,1911.36,16656.71,4993,43512,5.61011,48.88989,42.5873,20.898249742887252,890,1
3504,59777.0,59777.0,17,64.0,64.0,1,1925.8,16668.84,5002,43295,5.46667,47.31694,44.0351,20.77888776116403,915,1
3505,63806.0,63806.0,6,64.0,64.0,1,1965.62,17721.21,5071,45718,5.38895,48.58448,45.5938,20.63877146447619,941,1
3506,26983.0,26983.0,6,64.0,64.0,1,1960.88,16789.76,5084,43531,5.62389,48.15376,43.5837,20.741691691091418,904,1
3507,41725.0,41725.0,6,64.0,64.0,1,2020.9,17195.57,5361,45616,5.93688,50.51606,42.5498,21.22220622427924,903,1
3508,32461.0,32461.0,6,64.0,64.0,1,1923.58,16914.94,4929,43343,5.67857,49.93433,42.343,20.499270284707585,868,1
3509,34234.0,34234.0,6,64.0,64.0,1,1779.63,16297.14,4733,43343,5.44649,49.87687,40.8434,21.276373212459163,869,1
3510,38621.0,38621.0,6,64.0,64.0,1,1978.97,17094.27,4994,43138,5.54273,47.87791,44.6299,20.188280147919663,901,1
3511,48170.0,48170.0,17,64.0,64.0,1,2024.3,17676.88,5201,45417,5.77248,50.40733,43.8351,20.554305814258225,901,1
3512,16282.0,16282.0,17,64.0,64.0,1,1919.15,17627.68,4753,43657,5.4258,49.83676,44.2135,19.812934944977158,876,1
3513,6682.0,6682.0,6,64.0,64.0,1,2072.54,16998.62,5311,43560,6.09759,50.01148,42.4868,20.500492975810193,871,1
3514,50542.0,50542.0,17,64.0,64.0,1,2076.04,17430.39,5402,45355,5.59213,46.95135,46.4055,20.816519397193538,966,1
3515,1080.0,1080.0,6,64.0,64.0,1,1962.4,17444.57,5127,45576,5.70935,50.75278,42.9646,20.90094093377313,898,1
3516,50979.0,50979.0,6,64.0,64.0,1,1873.19,16336.81,5215,45482,5.68083,49.54466,41.2174,22.272152147592603,918,1
3517,28177.0,28177.0,17,64.0,64.0,1,2016.93,17176.68,5350,45562,6.00449,51.1358,41.9879,21.220401627491242,891,1
3518,65099.0,65099.0,17,64.0,64.0,1,1953.8,17749.6,5033,45723,5.62346,51.08715,43.4297,20.608017539235778,895,1
3519,40022.0,40022.0,17,64.0,64.0,1,1982.16,16437.56,5469,45353,5.60348,46.46824,44.2172,22.072868825246776,976,1
3520,1218.0,1218.0,6,64.0,64.0,1,2036.33,17002.94,5186,43302,5.69265,47.53238,44.7141,20.373885041054542,911,1
3521,17122.0,17122.0,6,64.0,64.0,1,1996.65,16351.11,5299,43395,5.75978,47.16848,43.3317,21.23158363159288,920,1
3522,9614.0,9614.0,6,64.0,64.0,1,1918.52,16178.15,5178,43664,5.58576,47.10248,42.9334,21.59158816209528,927,1
3523,40457.0,40457.0,6,64.0,64.0,1,1783.14,16295.77,4979,45502,5.19187,47.44734,42.9312,22.33806004869287,959,1
3524,60087.0,60087.0,6,64.0,64.0,1,1971.57,17431.36,5137,45418,5.73966,50.74637,42.9375,20.844270407688246,895,1
3525,15457.0,15457.0,17,64.0,64.0,1,2009.23,17066.37,5328,45256,5.65605,48.04246,44.4044,21.214123413346915,942,1
3526,43563.0,43563.0,17,64.0,64.0,1,1970.59,17532.51,4868,43311,5.66705,50.42026,43.4659,19.762598784978717,859,1
3527,45750.0,45750.0,6,64.0,64.0,1,1863.33,16813.11,5009,45197,5.09045,45.93191,45.7555,21.50559339268873,984,1
3528,13284.0,13284.0,17,64.0,64.0,1,1905.96,16152.45,5359,45416,5.81868,49.31162,40.9448,22.493675070248848,921,1
3529,8402.0,8402.0,17,64.0,64.0,1,1763.47,16135.4,4767,43617,5.36824,49.11824,41.0626,21.625498264493228,888,1
3530,41769.0,41769.0,6,64.0,64.0,1,1871.12,16964.28,4792,43446,5.53988,50.22659,42.2194,20.488220396379504,865,1
3531,22878.0,22878.0,17,64.0,64.0,1,2110.72,17430.27,5237,43247,5.97149,49.31243,44.1833,19.849146551848737,877,1
3532,39932.0,39932.0,17,64.0,64.0,1,1962.31,16409.76,5410,45241,6.05823,50.66181,40.4885,22.055649147563884,893,1
3533,51100.0,51100.0,6,64.0,64.0,1,1823.85,16290.02,4873,43524,5.29674,47.3087,43.0418,21.3745659061449,920,1
3534,32899.0,32899.0,6,64.0,64.0,1,1941.73,16648.56,5097,43702,5.81849,49.88813,41.7147,20.99977881892698,876,1
3535,2563.0,2563.0,6,64.0,64.0,1,1821.29,16746.63,4951,45524,5.09362,46.83539,44.6954,21.747181310600144,972,1
3536,21668.0,21668.0,6,64.0,64.0,1,1926.86,17320.1,4810,43236,5.22826,46.99565,46.0684,19.9703243182589,920,1
3537,57052.0,57052.0,6,64.0,64.0,1,2072.01,17296.56,5415,45203,5.94402,49.6191,43.5733,20.90727487867331,911,1
3538,36587.0,36587.0,6,64.0,64.0,1,1802.08,16603.04,4741,43680,5.38138,49.58002,41.8592,21.046749124196197,881,1
3539,16269.0,16269.0,17,64.0,64.0,1,1955.46,17417.03,4865,43332,5.56636,49.57895,43.9124,19.90328062056629,874,1
3540,55520.0,55520.0,17,64.0,64.0,1,1964.45,16526.74,5173,43520,5.69087,47.87679,43.1491,21.06647127872854,909,1
3541,16018.0,16018.0,6,64.0,64.0,1,1956.69,16967.8,5236,45405,5.72867,49.67724,42.6951,21.407611887085,914,1
3542,11437.0,11437.0,6,64.0,64.0,1,1891.51,17267.77,5012,45755,5.62514,51.35241,42.0325,21.197871831953883,891,1
3543,19486.0,19486.0,6,64.0,64.0,1,1842.24,16918.92,4949,45451,5.05,46.37857,45.6001,21.49120000622777,980,1
3544,33691.0,33691.0,17,64.0,64.0,1,1979.81,16599.37,5394,45225,5.47059,45.86714,45.2376,21.796006319264624,986,1
3545,38477.0,38477.0,6,64.0,64.0,1,1800.47,16174.64,4805,43166,5.35674,48.12263,42.0141,21.349971509537614,897,1
3546,40690.0,40690.0,17,64.0,64.0,1,2117.81,17471.18,5532,45637,5.93562,48.96674,44.5996,20.897043673398752,932,1
3547,63630.0,63630.0,17,64.0,64.0,1,2043.02,17274.74,5122,43309,5.74215,48.55269,44.4742,20.056569801389465,892,1
3548,54473.0,54473.0,6,64.0,64.0,1,1841.05,16841.66,4958,45355,5.42451,49.62254,42.4244,21.544193674124465,914,1
3549,33345.0,33345.0,17,64.0,64.0,1,1883.07,17291.64,4938,45344,5.44432,49.99338,43.2348,20.97846172373785,907,1
3550,14212.0,14212.0,17,64.0,64.0,1,1915.41,17711.54,4938,45661,5.18153,47.91291,46.2076,20.624293688249317,953,1
3551,61204.0,61204.0,17,64.0,64.0,1,2078.2,17202.91,5238,43359,5.69967,47.18063,45.5773,20.163563384405798,919,1
3552,46813.0,46813.0,6,64.0,64.0,1,2063.19,17266.28,5432,45459,5.76034,48.20679,44.7714,21.062552425166228,943,1
3553,60894.0,60894.0,17,64.0,64.0,1,1982.02,17199.97,5208,45195,5.38573,46.73733,46.0017,21.020962289180055,967,1
3554,32658.0,32658.0,17,64.0,64.0,1,1804.71,16377.82,5012,45484,5.27024,47.82755,42.8044,22.217362846661196,951,1
3555,33862.0,33862.0,17,64.0,64.0,1,1954.61,17446.47,4893,43674,5.65665,50.49017,43.1927,20.026514257252057,865,1
3556,7982.0,7982.0,17,64.0,64.0,1,1850.08,16946.25,4965,45478,5.0715,46.45352,45.6,21.46929057811627,979,1
3557,11539.0,11539.0,17,64.0,64.0,1,1916.56,16370.24,5339,45603,5.4759,46.77231,43.7498,22.285806051680268,975,1
3558,59854.0,59854.0,17,64.0,64.0,1,1866.84,16070.98,5044,43422,5.46479,47.04442,42.7016,21.615109577108054,923,1
3559,26724.0,26724.0,17,64.0,64.0,1,2054.52,17731.98,5302,45760,5.47162,47.22394,46.9359,20.64518807090822,969,1
3560,31180.0,31180.0,6,64.0,64.0,1,2086.75,17451.55,5421,45336,5.75478,48.12739,45.3265,20.782565112307502,942,1
3561,11050.0,11050.0,17,64.0,64.0,1,2053.0,17268.66,5396,45388,5.91019,49.71303,43.4209,21.026757927726884,913,1
3562,31593.0,31593.0,6,64.0,64.0,1,1824.11,16164.63,4923,43626,5.39803,47.83553,42.2401,21.590847101601405,912,1
3563,52511.0,52511.0,17,64.0,64.0,1,1998.59,17367.11,4969,43179,5.38937,46.83189,46.3549,19.89000725783865,922,1
3564,62060.0,62060.0,6,64.0,64.0,1,1885.48,16560.46,4911,43134,5.39078,47.34797,43.7201,20.83710302790282,911,1
3565,36812.0,36812.0,17,64.0,64.0,1,1802.16,16187.17,4804,43150,5.57956,50.11614,40.3741,21.32552898580104,861,1
3566,3873.0,3873.0,6,64.0,64.0,1,1911.61,17348.74,4783,43408,5.3802,48.8279,44.413,20.016670866878872,889,1
3567,65517.0,65517.0,17,64.0,64.0,1,1938.89,17039.95,5168,45419,5.65427,49.69256,42.8634,21.323531924206232,914,1
